learner on mps, 10 workers, sims=16, study=on
[25/10000] warmup | plies 131 decisive 40% | buffer 3550 steps 0 | 166.3 g/min eta 1.0h
[7950/10000] loss 1.965 (pi 1.895 v 0.060 q 0.007 c 0.006) | plies 117 decisive 60% | buffer 200000 steps 15194 | 201.3 g/min eta 0.2h
[7975/10000] loss 1.959 (pi 1.889 v 0.059 q 0.008 c 0.007) | plies 116 decisive 60% | buffer 200000 steps 15238 | 201.4 g/min eta 0.2h
[8000/10000] loss 1.956 (pi 1.886 v 0.060 q 0.007 c 0.006) | plies 117 decisive 58% | buffer 200000 steps 15287 | 201.5 g/min eta 0.2h
  EVAL @8000: q-greedy 7-17-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 12s)
[8025/10000] loss 1.954 (pi 1.885 v 0.059 q 0.007 c 0.006) | plies 117 decisive 58% | buffer 200000 steps 15333 | 200.4 g/min eta 0.2h
[8050/10000] loss 1.954 (pi 1.883 v 0.060 q 0.007 c 0.006) | plies 118 decisive 56% | buffer 200000 steps 15378 | 200.8 g/min eta 0.2h
[8075/10000] loss 1.956 (pi 1.886 v 0.059 q 0.007 c 0.006) | plies 118 decisive 52% | buffer 200000 steps 15422 | 201.2 g/min eta 0.2h
[8100/10000] loss 1.952 (pi 1.883 v 0.059 q 0.007 c 0.006) | plies 119 decisive 52% | buffer 200000 steps 15469 | 201.6 g/min eta 0.2h
[8125/10000] loss 1.950 (pi 1.880 v 0.059 q 0.007 c 0.006) | plies 120 decisive 52% | buffer 200000 steps 15517 | 201.7 g/min eta 0.2h
[8150/10000] loss 1.952 (pi 1.882 v 0.060 q 0.008 c 0.006) | plies 119 decisive 50% | buffer 200000 steps 15564 | 201.8 g/min eta 0.2h
[8175/10000] loss 1.955 (pi 1.884 v 0.060 q 0.008 c 0.006) | plies 121 decisive 49% | buffer 200000 steps 15614 | 201.8 g/min eta 0.2h
[8200/10000] loss 1.950 (pi 1.880 v 0.059 q 0.008 c 0.006) | plies 121 decisive 49% | buffer 200000 steps 15660 | 201.9 g/min eta 0.1h
[8225/10000] loss 1.952 (pi 1.883 v 0.059 q 0.008 c 0.006) | plies 123 decisive 48% | buffer 200000 steps 15704 | 202.0 g/min eta 0.1h
[8250/10000] loss 1.956 (pi 1.886 v 0.059 q 0.008 c 0.006) | plies 121 decisive 52% | buffer 200000 steps 15753 | 202.0 g/min eta 0.1h
[8275/10000] loss 1.944 (pi 1.875 v 0.059 q 0.008 c 0.006) | plies 122 decisive 55% | buffer 200000 steps 15805 | 202.1 g/min eta 0.1h
[8300/10000] loss 1.950 (pi 1.880 v 0.059 q 0.008 c 0.007) | plies 123 decisive 52% | buffer 200000 steps 15852 | 202.1 g/min eta 0.1h
[8325/10000] loss 1.947 (pi 1.877 v 0.059 q 0.008 c 0.006) | plies 123 decisive 52% | buffer 200000 steps 15900 | 202.2 g/min eta 0.1h
[8350/10000] loss 1.947 (pi 1.878 v 0.058 q 0.008 c 0.006) | plies 122 decisive 56% | buffer 200000 steps 15947 | 202.3 g/min eta 0.1h
[8375/10000] loss 1.946 (pi 1.877 v 0.058 q 0.008 c 0.006) | plies 120 decisive 58% | buffer 200000 steps 15993 | 202.4 g/min eta 0.1h
[8400/10000] loss 1.942 (pi 1.872 v 0.059 q 0.008 c 0.007) | plies 118 decisive 60% | buffer 200000 steps 16041 | 202.5 g/min eta 0.1h
[8425/10000] loss 1.947 (pi 1.878 v 0.058 q 0.008 c 0.007) | plies 120 decisive 57% | buffer 200000 steps 16089 | 202.5 g/min eta 0.1h
[8450/10000] loss 1.947 (pi 1.879 v 0.058 q 0.008 c 0.006) | plies 121 decisive 55% | buffer 200000 steps 16137 | 202.5 g/min eta 0.1h
[8475/10000] loss 1.948 (pi 1.879 v 0.058 q 0.008 c 0.006) | plies 120 decisive 55% | buffer 200000 steps 16185 | 202.5 g/min eta 0.1h
[8500/10000] loss 1.945 (pi 1.876 v 0.058 q 0.008 c 0.006) | plies 119 decisive 55% | buffer 200000 steps 16233 | 202.5 g/min eta 0.1h
  EVAL @8500: q-greedy 14-10-0 | policy-greedy 6-18-0 | search 8-0-0 (eval 13s)
[8525/10000] loss 1.946 (pi 1.877 v 0.058 q 0.008 c 0.006) | plies 120 decisive 56% | buffer 200000 steps 16284 | 201.2 g/min eta 0.1h
[8550/10000] loss 1.950 (pi 1.881 v 0.058 q 0.008 c 0.006) | plies 120 decisive 54% | buffer 200000 steps 16331 | 201.6 g/min eta 0.1h
[8575/10000] loss 1.950 (pi 1.881 v 0.059 q 0.008 c 0.006) | plies 123 decisive 51% | buffer 200000 steps 16378 | 201.9 g/min eta 0.1h
[8600/10000] loss 1.953 (pi 1.885 v 0.058 q 0.008 c 0.006) | plies 126 decisive 48% | buffer 200000 steps 16427 | 202.3 g/min eta 0.1h
[8625/10000] loss 1.954 (pi 1.886 v 0.057 q 0.008 c 0.006) | plies 125 decisive 49% | buffer 200000 steps 16476 | 202.4 g/min eta 0.1h
[8650/10000] loss 1.948 (pi 1.880 v 0.057 q 0.008 c 0.006) | plies 126 decisive 49% | buffer 200000 steps 16524 | 202.4 g/min eta 0.1h
[8675/10000] loss 1.944 (pi 1.876 v 0.057 q 0.008 c 0.006) | plies 127 decisive 47% | buffer 200000 steps 16570 | 202.5 g/min eta 0.1h
[8700/10000] loss 1.949 (pi 1.881 v 0.057 q 0.008 c 0.006) | plies 125 decisive 50% | buffer 200000 steps 16616 | 202.6 g/min eta 0.1h
[8725/10000] loss 1.951 (pi 1.883 v 0.058 q 0.008 c 0.006) | plies 124 decisive 50% | buffer 200000 steps 16662 | 202.7 g/min eta 0.1h
[8750/10000] loss 1.949 (pi 1.881 v 0.057 q 0.008 c 0.006) | plies 126 decisive 49% | buffer 200000 steps 16709 | 202.8 g/min eta 0.1h
[8775/10000] loss 1.951 (pi 1.884 v 0.057 q 0.008 c 0.006) | plies 124 decisive 50% | buffer 200000 steps 16752 | 202.9 g/min eta 0.1h
[8800/10000] loss 1.954 (pi 1.886 v 0.057 q 0.008 c 0.006) | plies 123 decisive 52% | buffer 200000 steps 16800 | 203.0 g/min eta 0.1h
[8825/10000] loss 1.956 (pi 1.887 v 0.058 q 0.008 c 0.006) | plies 122 decisive 52% | buffer 200000 steps 16846 | 203.0 g/min eta 0.1h
[8850/10000] loss 1.951 (pi 1.882 v 0.058 q 0.008 c 0.006) | plies 121 decisive 54% | buffer 200000 steps 16895 | 203.1 g/min eta 0.1h
[8875/10000] loss 1.946 (pi 1.878 v 0.058 q 0.008 c 0.006) | plies 122 decisive 52% | buffer 200000 steps 16945 | 203.1 g/min eta 0.1h
[8900/10000] loss 1.944 (pi 1.874 v 0.058 q 0.008 c 0.006) | plies 123 decisive 52% | buffer 200000 steps 16990 | 203.2 g/min eta 0.1h
[8925/10000] loss 1.943 (pi 1.874 v 0.058 q 0.008 c 0.006) | plies 123 decisive 50% | buffer 200000 steps 17038 | 203.3 g/min eta 0.1h
[8950/10000] loss 1.941 (pi 1.872 v 0.058 q 0.008 c 0.006) | plies 121 decisive 52% | buffer 200000 steps 17085 | 203.4 g/min eta 0.1h
[8975/10000] loss 1.943 (pi 1.873 v 0.059 q 0.008 c 0.006) | plies 122 decisive 52% | buffer 200000 steps 17133 | 203.4 g/min eta 0.1h
[9000/10000] loss 1.951 (pi 1.881 v 0.059 q 0.008 c 0.006) | plies 119 decisive 55% | buffer 200000 steps 17176 | 203.5 g/min eta 0.1h
  EVAL @9000: q-greedy 4-20-0 | policy-greedy 12-12-0 | search 8-0-0 (eval 10s)
[9025/10000] loss 1.951 (pi 1.880 v 0.059 q 0.008 c 0.008) | plies 117 decisive 55% | buffer 200000 steps 17221 | 202.7 g/min eta 0.1h
[9050/10000] loss 1.953 (pi 1.883 v 0.059 q 0.008 c 0.007) | plies 119 decisive 52% | buffer 200000 steps 17270 | 203.1 g/min eta 0.1h
[9075/10000] loss 1.948 (pi 1.878 v 0.059 q 0.008 c 0.006) | plies 117 decisive 56% | buffer 200000 steps 17320 | 203.4 g/min eta 0.1h
[9100/10000] loss 1.954 (pi 1.884 v 0.059 q 0.008 c 0.007) | plies 117 decisive 56% | buffer 200000 steps 17367 | 203.8 g/min eta 0.1h
[9125/10000] loss 1.959 (pi 1.889 v 0.058 q 0.008 c 0.007) | plies 118 decisive 56% | buffer 200000 steps 17416 | 203.8 g/min eta 0.1h
[9150/10000] loss 1.954 (pi 1.884 v 0.058 q 0.008 c 0.006) | plies 119 decisive 56% | buffer 200000 steps 17461 | 203.9 g/min eta 0.1h
[9175/10000] loss 1.955 (pi 1.885 v 0.059 q 0.008 c 0.006) | plies 120 decisive 54% | buffer 200000 steps 17509 | 203.9 g/min eta 0.1h
[9200/10000] loss 1.960 (pi 1.892 v 0.058 q 0.008 c 0.006) | plies 123 decisive 51% | buffer 200000 steps 17559 | 203.9 g/min eta 0.1h
[9225/10000] loss 1.956 (pi 1.887 v 0.058 q 0.008 c 0.006) | plies 124 decisive 52% | buffer 200000 steps 17607 | 204.1 g/min eta 0.1h
[9250/10000] loss 1.952 (pi 1.883 v 0.058 q 0.008 c 0.006) | plies 125 decisive 52% | buffer 200000 steps 17658 | 204.1 g/min eta 0.1h
[9275/10000] loss 1.954 (pi 1.884 v 0.058 q 0.008 c 0.006) | plies 125 decisive 52% | buffer 200000 steps 17705 | 204.2 g/min eta 0.1h
[9300/10000] loss 1.960 (pi 1.891 v 0.059 q 0.008 c 0.006) | plies 127 decisive 53% | buffer 200000 steps 17755 | 204.2 g/min eta 0.1h
[9325/10000] loss 1.958 (pi 1.889 v 0.058 q 0.008 c 0.006) | plies 127 decisive 54% | buffer 200000 steps 17805 | 204.2 g/min eta 0.1h
[9350/10000] loss 1.946 (pi 1.876 v 0.059 q 0.008 c 0.006) | plies 128 decisive 53% | buffer 200000 steps 17856 | 204.2 g/min eta 0.1h
[9375/10000] loss 1.945 (pi 1.876 v 0.059 q 0.008 c 0.006) | plies 124 decisive 57% | buffer 200000 steps 17901 | 204.3 g/min eta 0.1h
[9400/10000] loss 1.948 (pi 1.878 v 0.059 q 0.008 c 0.006) | plies 125 decisive 57% | buffer 200000 steps 17950 | 204.3 g/min eta 0.0h
[9425/10000] loss 1.946 (pi 1.877 v 0.059 q 0.008 c 0.006) | plies 125 decisive 56% | buffer 200000 steps 17998 | 204.3 g/min eta 0.0h
[9450/10000] loss 1.945 (pi 1.875 v 0.058 q 0.008 c 0.006) | plies 124 decisive 56% | buffer 200000 steps 18047 | 204.4 g/min eta 0.0h
[9475/10000] loss 1.942 (pi 1.873 v 0.058 q 0.008 c 0.006) | plies 124 decisive 57% | buffer 200000 steps 18095 | 204.4 g/min eta 0.0h
[9500/10000] loss 1.945 (pi 1.876 v 0.058 q 0.008 c 0.006) | plies 124 decisive 55% | buffer 200000 steps 18143 | 204.5 g/min eta 0.0h
  EVAL @9500: q-greedy 6-18-0 | policy-greedy 11-13-0 | search 8-0-0 (eval 12s)
[9525/10000] loss 1.949 (pi 1.880 v 0.058 q 0.008 c 0.006) | plies 125 decisive 54% | buffer 200000 steps 18194 | 203.5 g/min eta 0.0h
[9550/10000] loss 1.952 (pi 1.883 v 0.058 q 0.008 c 0.006) | plies 123 decisive 55% | buffer 200000 steps 18240 | 203.8 g/min eta 0.0h
[9575/10000] loss 1.953 (pi 1.884 v 0.059 q 0.008 c 0.006) | plies 125 decisive 53% | buffer 200000 steps 18290 | 204.1 g/min eta 0.0h
[9600/10000] loss 1.954 (pi 1.884 v 0.059 q 0.008 c 0.006) | plies 126 decisive 53% | buffer 200000 steps 18340 | 204.4 g/min eta 0.0h
[9625/10000] loss 1.951 (pi 1.881 v 0.059 q 0.008 c 0.006) | plies 126 decisive 53% | buffer 200000 steps 18389 | 204.6 g/min eta 0.0h
[9650/10000] loss 1.951 (pi 1.881 v 0.059 q 0.008 c 0.007) | plies 125 decisive 54% | buffer 200000 steps 18438 | 204.6 g/min eta 0.0h
[9675/10000] loss 1.956 (pi 1.886 v 0.059 q 0.008 c 0.006) | plies 127 decisive 51% | buffer 200000 steps 18489 | 204.6 g/min eta 0.0h
[9700/10000] loss 1.953 (pi 1.883 v 0.059 q 0.008 c 0.006) | plies 126 decisive 52% | buffer 200000 steps 18536 | 204.7 g/min eta 0.0h
[9725/10000] loss 1.953 (pi 1.882 v 0.060 q 0.008 c 0.006) | plies 123 decisive 56% | buffer 200000 steps 18584 | 204.7 g/min eta 0.0h
[9750/10000] loss 1.946 (pi 1.876 v 0.058 q 0.008 c 0.006) | plies 125 decisive 54% | buffer 200000 steps 18633 | 204.7 g/min eta 0.0h
[9775/10000] loss 1.944 (pi 1.874 v 0.058 q 0.008 c 0.007) | plies 127 decisive 50% | buffer 200000 steps 18683 | 204.6 g/min eta 0.0h
[9800/10000] loss 1.945 (pi 1.874 v 0.059 q 0.008 c 0.007) | plies 127 decisive 52% | buffer 200000 steps 18735 | 204.7 g/min eta 0.0h
[9825/10000] loss 1.948 (pi 1.878 v 0.059 q 0.008 c 0.007) | plies 127 decisive 52% | buffer 200000 steps 18786 | 204.7 g/min eta 0.0h
[9850/10000] loss 1.954 (pi 1.883 v 0.059 q 0.008 c 0.007) | plies 127 decisive 52% | buffer 200000 steps 18832 | 204.8 g/min eta 0.0h
[9875/10000] loss 1.951 (pi 1.881 v 0.058 q 0.008 c 0.007) | plies 124 decisive 53% | buffer 200000 steps 18878 | 204.9 g/min eta 0.0h
[9900/10000] loss 1.943 (pi 1.874 v 0.058 q 0.008 c 0.007) | plies 124 decisive 55% | buffer 200000 steps 18926 | 204.9 g/min eta 0.0h
[9925/10000] loss 1.949 (pi 1.879 v 0.058 q 0.008 c 0.006) | plies 127 decisive 50% | buffer 200000 steps 18975 | 204.9 g/min eta 0.0h
[9950/10000] loss 1.947 (pi 1.877 v 0.059 q 0.008 c 0.006) | plies 126 decisive 51% | buffer 200000 steps 19023 | 205.0 g/min eta 0.0h
[9975/10000] loss 1.949 (pi 1.879 v 0.059 q 0.008 c 0.006) | plies 124 decisive 55% | buffer 200000 steps 19073 | 205.0 g/min eta 0.0h
[10000/10000] loss 1.951 (pi 1.882 v 0.058 q 0.008 c 0.006) | plies 123 decisive 54% | buffer 200000 steps 19120 | 205.1 g/min eta 0.0h
  EVAL @10000: q-greedy 7-17-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 14s)
done: 10000 games, 19120 steps in 0.85h
