learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=16, net 2,772,161 params, study=on, gate at 2000 games
[25/100000] warmup | plies 42 decisive 100% | buffer 1054 steps 0 | 19.0 g/min eta 87.6h
[4050/100000] loss 2.141 (pi 2.093 v 0.042 q 0.004 c 0.004) | plies 129 decisive 42% | buffer 200000 steps 7568 | 103.4 g/min eta 15.5h
[4075/100000] loss 2.138 (pi 2.091 v 0.042 q 0.004 c 0.004) | plies 128 decisive 42% | buffer 200000 steps 7615 | 103.8 g/min eta 15.4h
[4100/100000] loss 2.139 (pi 2.091 v 0.043 q 0.004 c 0.004) | plies 127 decisive 42% | buffer 200000 steps 7660 | 104.2 g/min eta 15.3h
[4125/100000] loss 2.137 (pi 2.088 v 0.043 q 0.004 c 0.004) | plies 127 decisive 42% | buffer 200000 steps 7708 | 104.2 g/min eta 15.3h
[4150/100000] loss 2.134 (pi 2.085 v 0.043 q 0.004 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 7760 | 104.3 g/min eta 15.3h
[4175/100000] loss 2.125 (pi 2.076 v 0.043 q 0.004 c 0.004) | plies 132 decisive 38% | buffer 200000 steps 7808 | 104.1 g/min eta 15.3h
[4200/100000] loss 2.121 (pi 2.071 v 0.044 q 0.004 c 0.004) | plies 133 decisive 36% | buffer 200000 steps 7859 | 104.2 g/min eta 15.3h
[4225/100000] loss 2.120 (pi 2.070 v 0.044 q 0.004 c 0.004) | plies 135 decisive 35% | buffer 200000 steps 7910 | 104.3 g/min eta 15.3h
[4250/100000] loss 2.119 (pi 2.069 v 0.044 q 0.004 c 0.004) | plies 133 decisive 38% | buffer 200000 steps 7957 | 104.1 g/min eta 15.3h
[4275/100000] loss 2.114 (pi 2.064 v 0.043 q 0.004 c 0.004) | plies 134 decisive 38% | buffer 200000 steps 8005 | 104.2 g/min eta 15.3h
[4300/100000] loss 2.112 (pi 2.062 v 0.044 q 0.004 c 0.004) | plies 136 decisive 37% | buffer 200000 steps 8059 | 104.2 g/min eta 15.3h
[4325/100000] loss 2.103 (pi 2.052 v 0.044 q 0.004 c 0.004) | plies 138 decisive 35% | buffer 200000 steps 8111 | 104.2 g/min eta 15.3h
[4350/100000] loss 2.099 (pi 2.048 v 0.045 q 0.004 c 0.005) | plies 137 decisive 36% | buffer 200000 steps 8161 | 104.4 g/min eta 15.3h
[4375/100000] loss 2.091 (pi 2.040 v 0.045 q 0.004 c 0.004) | plies 135 decisive 37% | buffer 200000 steps 8209 | 104.3 g/min eta 15.3h
[4400/100000] loss 2.095 (pi 2.045 v 0.044 q 0.004 c 0.004) | plies 135 decisive 38% | buffer 200000 steps 8255 | 104.4 g/min eta 15.3h
[4425/100000] loss 2.097 (pi 2.047 v 0.044 q 0.004 c 0.004) | plies 135 decisive 38% | buffer 200000 steps 8306 | 104.3 g/min eta 15.3h
[4450/100000] loss 2.090 (pi 2.040 v 0.044 q 0.004 c 0.004) | plies 137 decisive 34% | buffer 200000 steps 8356 | 104.2 g/min eta 15.3h
[4475/100000] loss 2.087 (pi 2.037 v 0.044 q 0.004 c 0.004) | plies 135 decisive 36% | buffer 200000 steps 8402 | 104.0 g/min eta 15.3h
[4500/100000] loss 2.093 (pi 2.042 v 0.045 q 0.004 c 0.004) | plies 134 decisive 38% | buffer 200000 steps 8455 | 104.2 g/min eta 15.3h
[4525/100000] loss 2.092 (pi 2.041 v 0.045 q 0.004 c 0.004) | plies 133 decisive 40% | buffer 200000 steps 8505 | 104.3 g/min eta 15.3h
[4550/100000] loss 2.094 (pi 2.042 v 0.046 q 0.004 c 0.004) | plies 133 decisive 40% | buffer 200000 steps 8554 | 104.2 g/min eta 15.3h
[4575/100000] loss 2.086 (pi 2.034 v 0.046 q 0.004 c 0.004) | plies 133 decisive 40% | buffer 200000 steps 8600 | 104.4 g/min eta 15.2h
[4600/100000] loss 2.083 (pi 2.032 v 0.046 q 0.004 c 0.004) | plies 134 decisive 40% | buffer 200000 steps 8650 | 104.4 g/min eta 15.2h
[4625/100000] loss 2.081 (pi 2.029 v 0.046 q 0.004 c 0.004) | plies 133 decisive 43% | buffer 200000 steps 8701 | 104.3 g/min eta 15.2h
[4650/100000] loss 2.081 (pi 2.028 v 0.046 q 0.004 c 0.004) | plies 132 decisive 44% | buffer 200000 steps 8752 | 104.4 g/min eta 15.2h
[4675/100000] loss 2.073 (pi 2.020 v 0.047 q 0.004 c 0.004) | plies 134 decisive 40% | buffer 200000 steps 8802 | 104.4 g/min eta 15.2h
[4700/100000] loss 2.073 (pi 2.021 v 0.046 q 0.004 c 0.004) | plies 134 decisive 40% | buffer 200000 steps 8856 | 104.5 g/min eta 15.2h
[4725/100000] loss 2.078 (pi 2.026 v 0.046 q 0.004 c 0.004) | plies 133 decisive 41% | buffer 200000 steps 8908 | 104.6 g/min eta 15.2h
[4750/100000] loss 2.073 (pi 2.021 v 0.046 q 0.004 c 0.004) | plies 133 decisive 42% | buffer 200000 steps 8955 | 104.3 g/min eta 15.2h
[4775/100000] loss 2.073 (pi 2.021 v 0.046 q 0.004 c 0.004) | plies 133 decisive 42% | buffer 200000 steps 9002 | 104.3 g/min eta 15.2h
[4800/100000] loss 2.066 (pi 2.014 v 0.047 q 0.004 c 0.004) | plies 133 decisive 42% | buffer 200000 steps 9054 | 104.4 g/min eta 15.2h
[4825/100000] loss 2.067 (pi 2.014 v 0.047 q 0.004 c 0.004) | plies 132 decisive 40% | buffer 200000 steps 9101 | 104.5 g/min eta 15.2h
[4850/100000] loss 2.069 (pi 2.017 v 0.047 q 0.004 c 0.004) | plies 131 decisive 40% | buffer 200000 steps 9147 | 104.6 g/min eta 15.2h
[4875/100000] loss 2.067 (pi 2.014 v 0.047 q 0.004 c 0.004) | plies 131 decisive 40% | buffer 200000 steps 9196 | 104.5 g/min eta 15.2h
[4900/100000] loss 2.068 (pi 2.015 v 0.046 q 0.004 c 0.004) | plies 132 decisive 39% | buffer 200000 steps 9247 | 104.4 g/min eta 15.2h
[4925/100000] loss 2.066 (pi 2.013 v 0.047 q 0.004 c 0.004) | plies 132 decisive 38% | buffer 200000 steps 9299 | 104.3 g/min eta 15.2h
[4950/100000] loss 2.061 (pi 2.008 v 0.047 q 0.004 c 0.004) | plies 132 decisive 37% | buffer 200000 steps 9348 | 104.5 g/min eta 15.2h
[4975/100000] loss 2.065 (pi 2.011 v 0.047 q 0.004 c 0.004) | plies 133 decisive 36% | buffer 200000 steps 9395 | 104.6 g/min eta 15.1h
[5000/100000] loss 2.063 (pi 2.010 v 0.048 q 0.004 c 0.004) | plies 132 decisive 36% | buffer 200000 steps 9444 | 104.7 g/min eta 15.1h
  EVAL @5000: q-greedy 5-18-1 | policy-greedy 1-22-1 | search 8-0-0 (eval 26s)
[5025/100000] loss 2.066 (pi 2.012 v 0.048 q 0.004 c 0.004) | plies 136 decisive 34% | buffer 200000 steps 9494 | 103.7 g/min eta 15.3h
[5050/100000] loss 2.069 (pi 2.015 v 0.048 q 0.004 c 0.004) | plies 135 decisive 36% | buffer 200000 steps 9540 | 104.0 g/min eta 15.2h
[5075/100000] loss 2.063 (pi 2.009 v 0.048 q 0.004 c 0.004) | plies 135 decisive 38% | buffer 200000 steps 9589 | 104.3 g/min eta 15.2h
[5100/100000] loss 2.063 (pi 2.008 v 0.049 q 0.004 c 0.004) | plies 132 decisive 41% | buffer 200000 steps 9636 | 104.4 g/min eta 15.2h
[5125/100000] loss 2.065 (pi 2.010 v 0.049 q 0.004 c 0.004) | plies 132 decisive 40% | buffer 200000 steps 9686 | 104.5 g/min eta 15.1h
[5150/100000] loss 2.066 (pi 2.011 v 0.049 q 0.004 c 0.004) | plies 132 decisive 41% | buffer 200000 steps 9734 | 104.7 g/min eta 15.1h
[5175/100000] loss 2.059 (pi 2.004 v 0.048 q 0.004 c 0.004) | plies 132 decisive 42% | buffer 200000 steps 9785 | 104.8 g/min eta 15.1h
[5200/100000] loss 2.054 (pi 1.999 v 0.049 q 0.004 c 0.004) | plies 132 decisive 42% | buffer 200000 steps 9834 | 104.7 g/min eta 15.1h
[5225/100000] loss 2.059 (pi 2.004 v 0.049 q 0.004 c 0.004) | plies 128 decisive 46% | buffer 200000 steps 9885 | 104.7 g/min eta 15.1h
[5250/100000] loss 2.061 (pi 2.006 v 0.049 q 0.004 c 0.004) | plies 129 decisive 46% | buffer 200000 steps 9935 | 104.7 g/min eta 15.1h
[5275/100000] loss 2.056 (pi 2.000 v 0.050 q 0.004 c 0.004) | plies 130 decisive 45% | buffer 200000 steps 9985 | 104.8 g/min eta 15.1h
[5300/100000] loss 2.055 (pi 1.999 v 0.050 q 0.004 c 0.004) | plies 131 decisive 43% | buffer 200000 steps 10035 | 104.7 g/min eta 15.1h
[5325/100000] loss 2.055 (pi 1.998 v 0.051 q 0.004 c 0.004) | plies 131 decisive 43% | buffer 200000 steps 10087 | 104.6 g/min eta 15.1h
[5350/100000] loss 2.056 (pi 1.999 v 0.051 q 0.004 c 0.004) | plies 128 decisive 44% | buffer 200000 steps 10133 | 104.7 g/min eta 15.1h
[5375/100000] loss 2.060 (pi 2.003 v 0.051 q 0.004 c 0.004) | plies 128 decisive 44% | buffer 200000 steps 10177 | 104.8 g/min eta 15.1h
[5400/100000] loss 2.060 (pi 2.002 v 0.051 q 0.004 c 0.004) | plies 128 decisive 43% | buffer 200000 steps 10229 | 104.7 g/min eta 15.1h
[5425/100000] loss 2.060 (pi 2.003 v 0.051 q 0.004 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 10276 | 104.8 g/min eta 15.0h
[5450/100000] loss 2.057 (pi 2.000 v 0.051 q 0.004 c 0.004) | plies 129 decisive 41% | buffer 200000 steps 10322 | 104.9 g/min eta 15.0h
[5475/100000] loss 2.059 (pi 2.002 v 0.050 q 0.004 c 0.004) | plies 130 decisive 38% | buffer 200000 steps 10372 | 105.0 g/min eta 15.0h
[5500/100000] loss 2.066 (pi 2.009 v 0.051 q 0.004 c 0.004) | plies 128 decisive 40% | buffer 200000 steps 10420 | 104.8 g/min eta 15.0h
[5525/100000] loss 2.064 (pi 2.008 v 0.050 q 0.004 c 0.004) | plies 127 decisive 40% | buffer 200000 steps 10470 | 104.8 g/min eta 15.0h
[5550/100000] loss 2.061 (pi 2.005 v 0.050 q 0.004 c 0.004) | plies 130 decisive 39% | buffer 200000 steps 10520 | 104.8 g/min eta 15.0h
[5575/100000] loss 2.057 (pi 2.000 v 0.050 q 0.004 c 0.004) | plies 130 decisive 38% | buffer 200000 steps 10569 | 104.9 g/min eta 15.0h
[5600/100000] loss 2.055 (pi 1.998 v 0.050 q 0.004 c 0.004) | plies 128 decisive 41% | buffer 200000 steps 10615 | 105.0 g/min eta 15.0h
[5625/100000] loss 2.059 (pi 2.002 v 0.051 q 0.004 c 0.004) | plies 127 decisive 42% | buffer 200000 steps 10664 | 105.0 g/min eta 15.0h
[5650/100000] loss 2.060 (pi 2.003 v 0.051 q 0.004 c 0.004) | plies 129 decisive 42% | buffer 200000 steps 10714 | 105.0 g/min eta 15.0h
[5675/100000] loss 2.065 (pi 2.008 v 0.051 q 0.004 c 0.004) | plies 128 decisive 45% | buffer 200000 steps 10767 | 105.1 g/min eta 15.0h
[5700/100000] loss 2.066 (pi 2.009 v 0.051 q 0.005 c 0.004) | plies 131 decisive 42% | buffer 200000 steps 10817 | 105.1 g/min eta 14.9h
[5725/100000] loss 2.062 (pi 2.005 v 0.051 q 0.005 c 0.004) | plies 130 decisive 44% | buffer 200000 steps 10863 | 105.0 g/min eta 15.0h
[5750/100000] loss 2.065 (pi 2.008 v 0.051 q 0.005 c 0.004) | plies 130 decisive 44% | buffer 200000 steps 10913 | 105.2 g/min eta 14.9h
[5775/100000] loss 2.071 (pi 2.014 v 0.051 q 0.005 c 0.005) | plies 130 decisive 45% | buffer 200000 steps 10962 | 105.1 g/min eta 14.9h
[5800/100000] loss 2.075 (pi 2.017 v 0.051 q 0.005 c 0.004) | plies 131 decisive 43% | buffer 200000 steps 11009 | 105.2 g/min eta 14.9h
[5825/100000] loss 2.079 (pi 2.021 v 0.051 q 0.005 c 0.004) | plies 132 decisive 42% | buffer 200000 steps 11056 | 105.1 g/min eta 14.9h
[5850/100000] loss 2.075 (pi 2.017 v 0.052 q 0.005 c 0.004) | plies 130 decisive 42% | buffer 200000 steps 11101 | 105.1 g/min eta 14.9h
[5875/100000] loss 2.079 (pi 2.021 v 0.052 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 11152 | 105.2 g/min eta 14.9h
[5900/100000] loss 2.080 (pi 2.021 v 0.052 q 0.005 c 0.005) | plies 129 decisive 42% | buffer 200000 steps 11199 | 105.3 g/min eta 14.9h
[5925/100000] loss 2.079 (pi 2.020 v 0.052 q 0.005 c 0.005) | plies 130 decisive 42% | buffer 200000 steps 11250 | 105.4 g/min eta 14.9h
[5950/100000] loss 2.077 (pi 2.017 v 0.052 q 0.005 c 0.005) | plies 131 decisive 40% | buffer 200000 steps 11302 | 105.3 g/min eta 14.9h
[5975/100000] loss 2.073 (pi 2.014 v 0.052 q 0.005 c 0.005) | plies 131 decisive 40% | buffer 200000 steps 11349 | 105.3 g/min eta 14.9h
[6000/100000] loss 2.073 (pi 2.014 v 0.052 q 0.005 c 0.005) | plies 133 decisive 38% | buffer 200000 steps 11397 | 105.3 g/min eta 14.9h
  EVAL @6000: q-greedy 4-20-0 | policy-greedy 0-24-0 | search 6-2-0 (eval 33s)
[6025/100000] loss 2.081 (pi 2.022 v 0.052 q 0.005 c 0.005) | plies 132 decisive 39% | buffer 200000 steps 11447 | 104.1 g/min eta 15.0h
[6050/100000] loss 2.089 (pi 2.031 v 0.051 q 0.005 c 0.005) | plies 135 decisive 37% | buffer 200000 steps 11494 | 104.4 g/min eta 15.0h
[6075/100000] loss 2.078 (pi 2.020 v 0.051 q 0.005 c 0.005) | plies 134 decisive 39% | buffer 200000 steps 11545 | 104.7 g/min eta 15.0h
[6100/100000] loss 2.085 (pi 2.027 v 0.051 q 0.005 c 0.004) | plies 135 decisive 38% | buffer 200000 steps 11593 | 104.9 g/min eta 14.9h
[6125/100000] loss 2.085 (pi 2.026 v 0.051 q 0.005 c 0.004) | plies 134 decisive 40% | buffer 200000 steps 11641 | 105.0 g/min eta 14.9h
[6150/100000] loss 2.082 (pi 2.024 v 0.051 q 0.005 c 0.004) | plies 133 decisive 41% | buffer 200000 steps 11692 | 105.0 g/min eta 14.9h
[6175/100000] loss 2.083 (pi 2.025 v 0.051 q 0.005 c 0.004) | plies 133 decisive 42% | buffer 200000 steps 11741 | 105.0 g/min eta 14.9h
[6200/100000] loss 2.085 (pi 2.027 v 0.051 q 0.005 c 0.004) | plies 134 decisive 43% | buffer 200000 steps 11792 | 105.0 g/min eta 14.9h
[6225/100000] loss 2.080 (pi 2.023 v 0.051 q 0.005 c 0.004) | plies 136 decisive 40% | buffer 200000 steps 11844 | 105.0 g/min eta 14.9h
[6250/100000] loss 2.084 (pi 2.026 v 0.051 q 0.005 c 0.004) | plies 135 decisive 43% | buffer 200000 steps 11894 | 105.0 g/min eta 14.9h
[6275/100000] loss 2.083 (pi 2.024 v 0.052 q 0.005 c 0.004) | plies 136 decisive 44% | buffer 200000 steps 11949 | 105.0 g/min eta 14.9h
[6300/100000] loss 2.089 (pi 2.030 v 0.052 q 0.005 c 0.005) | plies 134 decisive 45% | buffer 200000 steps 11996 | 105.0 g/min eta 14.9h
[6325/100000] loss 2.097 (pi 2.037 v 0.053 q 0.005 c 0.004) | plies 136 decisive 43% | buffer 200000 steps 12047 | 105.0 g/min eta 14.9h
[6350/100000] loss 2.093 (pi 2.034 v 0.052 q 0.005 c 0.004) | plies 135 decisive 44% | buffer 200000 steps 12096 | 105.1 g/min eta 14.9h
[6375/100000] loss 2.092 (pi 2.032 v 0.053 q 0.005 c 0.004) | plies 134 decisive 43% | buffer 200000 steps 12141 | 105.2 g/min eta 14.8h
[6400/100000] loss 2.096 (pi 2.036 v 0.053 q 0.005 c 0.004) | plies 134 decisive 42% | buffer 200000 steps 12190 | 105.3 g/min eta 14.8h
[6425/100000] loss 2.105 (pi 2.044 v 0.054 q 0.005 c 0.004) | plies 132 decisive 44% | buffer 200000 steps 12237 | 105.4 g/min eta 14.8h
[6450/100000] loss 2.103 (pi 2.043 v 0.053 q 0.005 c 0.004) | plies 130 decisive 44% | buffer 200000 steps 12283 | 105.4 g/min eta 14.8h
[6475/100000] loss 2.097 (pi 2.036 v 0.054 q 0.005 c 0.004) | plies 129 decisive 42% | buffer 200000 steps 12330 | 105.3 g/min eta 14.8h
[6500/100000] loss 2.096 (pi 2.035 v 0.054 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 12377 | 105.3 g/min eta 14.8h
[6525/100000] loss 2.096 (pi 2.035 v 0.053 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 12422 | 105.3 g/min eta 14.8h
[6550/100000] loss 2.093 (pi 2.033 v 0.054 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 12468 | 105.3 g/min eta 14.8h
[6575/100000] loss 2.096 (pi 2.036 v 0.053 q 0.005 c 0.004) | plies 131 decisive 38% | buffer 200000 steps 12517 | 105.3 g/min eta 14.8h
[6600/100000] loss 2.097 (pi 2.037 v 0.053 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 12571 | 105.2 g/min eta 14.8h
[6625/100000] loss 2.095 (pi 2.035 v 0.053 q 0.005 c 0.004) | plies 130 decisive 41% | buffer 200000 steps 12621 | 105.3 g/min eta 14.8h
[6650/100000] loss 2.098 (pi 2.038 v 0.053 q 0.005 c 0.004) | plies 129 decisive 42% | buffer 200000 steps 12669 | 105.4 g/min eta 14.8h
[6675/100000] loss 2.093 (pi 2.033 v 0.053 q 0.005 c 0.004) | plies 128 decisive 44% | buffer 200000 steps 12717 | 105.5 g/min eta 14.7h
[6700/100000] loss 2.092 (pi 2.032 v 0.053 q 0.005 c 0.004) | plies 129 decisive 43% | buffer 200000 steps 12764 | 105.5 g/min eta 14.7h
[6725/100000] loss 2.093 (pi 2.033 v 0.053 q 0.005 c 0.004) | plies 127 decisive 44% | buffer 200000 steps 12812 | 105.5 g/min eta 14.7h
[6750/100000] loss 2.096 (pi 2.037 v 0.052 q 0.005 c 0.004) | plies 129 decisive 44% | buffer 200000 steps 12865 | 105.6 g/min eta 14.7h
[6775/100000] loss 2.092 (pi 2.033 v 0.052 q 0.005 c 0.004) | plies 124 decisive 48% | buffer 200000 steps 12910 | 105.6 g/min eta 14.7h
[6800/100000] loss 2.096 (pi 2.037 v 0.052 q 0.005 c 0.004) | plies 125 decisive 48% | buffer 200000 steps 12963 | 105.6 g/min eta 14.7h
[6825/100000] loss 2.099 (pi 2.039 v 0.052 q 0.005 c 0.004) | plies 125 decisive 48% | buffer 200000 steps 13013 | 105.5 g/min eta 14.7h
[6850/100000] loss 2.093 (pi 2.033 v 0.053 q 0.005 c 0.004) | plies 126 decisive 48% | buffer 200000 steps 13065 | 105.6 g/min eta 14.7h
[6875/100000] loss 2.093 (pi 2.033 v 0.053 q 0.005 c 0.004) | plies 126 decisive 48% | buffer 200000 steps 13115 | 105.6 g/min eta 14.7h
[6900/100000] loss 2.096 (pi 2.036 v 0.053 q 0.005 c 0.004) | plies 125 decisive 51% | buffer 200000 steps 13161 | 105.5 g/min eta 14.7h
[6925/100000] loss 2.101 (pi 2.040 v 0.054 q 0.005 c 0.004) | plies 125 decisive 51% | buffer 200000 steps 13207 | 105.6 g/min eta 14.7h
[6950/100000] loss 2.101 (pi 2.039 v 0.055 q 0.005 c 0.004) | plies 123 decisive 52% | buffer 200000 steps 13251 | 105.6 g/min eta 14.7h
[6975/100000] loss 2.106 (pi 2.044 v 0.055 q 0.005 c 0.004) | plies 127 decisive 48% | buffer 200000 steps 13300 | 105.8 g/min eta 14.7h
[7000/100000] loss 2.105 (pi 2.042 v 0.056 q 0.005 c 0.004) | plies 127 decisive 46% | buffer 200000 steps 13348 | 105.8 g/min eta 14.6h
  EVAL @7000: q-greedy 7-17-0 | policy-greedy 1-23-0 | search 8-0-0 (eval 25s)
[7025/100000] loss 2.105 (pi 2.042 v 0.055 q 0.005 c 0.004) | plies 128 decisive 44% | buffer 200000 steps 13402 | 105.1 g/min eta 14.7h
[7050/100000] loss 2.107 (pi 2.045 v 0.056 q 0.005 c 0.004) | plies 129 decisive 44% | buffer 200000 steps 13452 | 105.3 g/min eta 14.7h
[7075/100000] loss 2.106 (pi 2.044 v 0.055 q 0.005 c 0.004) | plies 130 decisive 42% | buffer 200000 steps 13499 | 105.6 g/min eta 14.7h
[7100/100000] loss 2.109 (pi 2.047 v 0.055 q 0.005 c 0.004) | plies 128 decisive 43% | buffer 200000 steps 13542 | 105.8 g/min eta 14.6h
[7125/100000] loss 2.105 (pi 2.043 v 0.055 q 0.005 c 0.004) | plies 126 decisive 45% | buffer 200000 steps 13586 | 105.9 g/min eta 14.6h
[7150/100000] loss 2.112 (pi 2.048 v 0.056 q 0.006 c 0.004) | plies 127 decisive 46% | buffer 200000 steps 13633 | 105.8 g/min eta 14.6h
[7175/100000] loss 2.105 (pi 2.042 v 0.055 q 0.005 c 0.004) | plies 127 decisive 46% | buffer 200000 steps 13679 | 105.9 g/min eta 14.6h
[7200/100000] loss 2.104 (pi 2.041 v 0.056 q 0.005 c 0.004) | plies 125 decisive 48% | buffer 200000 steps 13724 | 105.8 g/min eta 14.6h
[7225/100000] loss 2.104 (pi 2.041 v 0.056 q 0.005 c 0.005) | plies 124 decisive 48% | buffer 200000 steps 13771 | 105.8 g/min eta 14.6h
[7250/100000] loss 2.103 (pi 2.039 v 0.056 q 0.005 c 0.005) | plies 124 decisive 48% | buffer 200000 steps 13821 | 105.8 g/min eta 14.6h
[7275/100000] loss 2.102 (pi 2.040 v 0.055 q 0.005 c 0.004) | plies 125 decisive 47% | buffer 200000 steps 13870 | 105.9 g/min eta 14.6h
[7300/100000] loss 2.105 (pi 2.041 v 0.056 q 0.005 c 0.004) | plies 128 decisive 44% | buffer 200000 steps 13923 | 106.0 g/min eta 14.6h
[7325/100000] loss 2.103 (pi 2.039 v 0.056 q 0.005 c 0.004) | plies 131 decisive 42% | buffer 200000 steps 13972 | 106.0 g/min eta 14.6h
[7350/100000] loss 2.103 (pi 2.039 v 0.056 q 0.005 c 0.004) | plies 131 decisive 43% | buffer 200000 steps 14019 | 106.0 g/min eta 14.6h
[7375/100000] loss 2.110 (pi 2.047 v 0.056 q 0.005 c 0.004) | plies 131 decisive 41% | buffer 200000 steps 14068 | 105.9 g/min eta 14.6h
[7400/100000] loss 2.108 (pi 2.045 v 0.055 q 0.005 c 0.004) | plies 134 decisive 39% | buffer 200000 steps 14118 | 106.0 g/min eta 14.6h
[7425/100000] loss 2.100 (pi 2.038 v 0.055 q 0.005 c 0.004) | plies 134 decisive 38% | buffer 200000 steps 14169 | 106.0 g/min eta 14.6h
[7450/100000] loss 2.103 (pi 2.041 v 0.054 q 0.005 c 0.004) | plies 134 decisive 39% | buffer 200000 steps 14215 | 106.1 g/min eta 14.5h
[7475/100000] loss 2.105 (pi 2.042 v 0.055 q 0.005 c 0.004) | plies 132 decisive 41% | buffer 200000 steps 14263 | 106.0 g/min eta 14.5h
[7500/100000] loss 2.104 (pi 2.041 v 0.056 q 0.005 c 0.004) | plies 130 decisive 40% | buffer 200000 steps 14310 | 106.1 g/min eta 14.5h
[7525/100000] loss 2.104 (pi 2.041 v 0.056 q 0.006 c 0.005) | plies 130 decisive 40% | buffer 200000 steps 14359 | 106.1 g/min eta 14.5h
[7550/100000] loss 2.102 (pi 2.038 v 0.055 q 0.006 c 0.005) | plies 131 decisive 38% | buffer 200000 steps 14407 | 106.0 g/min eta 14.5h
[7575/100000] loss 2.101 (pi 2.038 v 0.055 q 0.006 c 0.005) | plies 129 decisive 39% | buffer 200000 steps 14453 | 106.1 g/min eta 14.5h
[7600/100000] loss 2.103 (pi 2.040 v 0.055 q 0.005 c 0.005) | plies 130 decisive 41% | buffer 200000 steps 14506 | 106.2 g/min eta 14.5h
[7625/100000] loss 2.105 (pi 2.041 v 0.056 q 0.006 c 0.006) | plies 128 decisive 42% | buffer 200000 steps 14550 | 106.2 g/min eta 14.5h
[7650/100000] loss 2.098 (pi 2.035 v 0.055 q 0.006 c 0.005) | plies 129 decisive 41% | buffer 200000 steps 14600 | 106.2 g/min eta 14.5h
[7675/100000] loss 2.102 (pi 2.039 v 0.055 q 0.006 c 0.005) | plies 128 decisive 42% | buffer 200000 steps 14648 | 106.3 g/min eta 14.5h
[7700/100000] loss 2.098 (pi 2.036 v 0.055 q 0.005 c 0.004) | plies 128 decisive 42% | buffer 200000 steps 14696 | 106.3 g/min eta 14.5h
[7725/100000] loss 2.096 (pi 2.034 v 0.055 q 0.005 c 0.004) | plies 129 decisive 40% | buffer 200000 steps 14745 | 106.2 g/min eta 14.5h
[7750/100000] loss 2.093 (pi 2.031 v 0.054 q 0.005 c 0.004) | plies 128 decisive 41% | buffer 200000 steps 14793 | 106.2 g/min eta 14.5h
[7775/100000] loss 2.097 (pi 2.035 v 0.054 q 0.006 c 0.004) | plies 129 decisive 42% | buffer 200000 steps 14845 | 106.4 g/min eta 14.4h
[7800/100000] loss 2.097 (pi 2.036 v 0.054 q 0.006 c 0.004) | plies 126 decisive 44% | buffer 200000 steps 14893 | 106.4 g/min eta 14.4h
[7825/100000] loss 2.098 (pi 2.036 v 0.054 q 0.006 c 0.004) | plies 125 decisive 46% | buffer 200000 steps 14937 | 106.3 g/min eta 14.4h
[7850/100000] loss 2.094 (pi 2.032 v 0.054 q 0.006 c 0.004) | plies 124 decisive 46% | buffer 200000 steps 14984 | 106.4 g/min eta 14.4h
[7875/100000] loss 2.090 (pi 2.028 v 0.054 q 0.006 c 0.004) | plies 125 decisive 46% | buffer 200000 steps 15034 | 106.3 g/min eta 14.5h
[7900/100000] loss 2.089 (pi 2.028 v 0.054 q 0.006 c 0.004) | plies 125 decisive 48% | buffer 200000 steps 15082 | 106.4 g/min eta 14.4h
[7925/100000] loss 2.088 (pi 2.025 v 0.054 q 0.006 c 0.004) | plies 125 decisive 50% | buffer 200000 steps 15133 | 106.4 g/min eta 14.4h
[7950/100000] loss 2.089 (pi 2.027 v 0.054 q 0.006 c 0.004) | plies 123 decisive 54% | buffer 200000 steps 15180 | 106.4 g/min eta 14.4h
[7975/100000] loss 2.089 (pi 2.026 v 0.055 q 0.006 c 0.004) | plies 124 decisive 54% | buffer 200000 steps 15230 | 106.5 g/min eta 14.4h
[8000/100000] loss 2.089 (pi 2.026 v 0.056 q 0.006 c 0.004) | plies 127 decisive 50% | buffer 200000 steps 15280 | 106.5 g/min eta 14.4h
  EVAL @8000: q-greedy 3-21-0 | policy-greedy 3-21-0 | search 8-0-0 (eval 28s)
[8025/100000] loss 2.088 (pi 2.024 v 0.056 q 0.006 c 0.004) | plies 129 decisive 50% | buffer 200000 steps 15333 | 105.8 g/min eta 14.5h
[8050/100000] loss 2.084 (pi 2.020 v 0.056 q 0.006 c 0.005) | plies 129 decisive 50% | buffer 200000 steps 15381 | 106.0 g/min eta 14.5h
[8075/100000] loss 2.087 (pi 2.022 v 0.056 q 0.006 c 0.004) | plies 131 decisive 46% | buffer 200000 steps 15430 | 106.2 g/min eta 14.4h
[8100/100000] loss 2.092 (pi 2.028 v 0.056 q 0.006 c 0.004) | plies 133 decisive 42% | buffer 200000 steps 15482 | 106.4 g/min eta 14.4h
[8125/100000] loss 2.091 (pi 2.027 v 0.056 q 0.006 c 0.004) | plies 132 decisive 42% | buffer 200000 steps 15527 | 106.4 g/min eta 14.4h
